age;sexe_nais;genre;genre_autre;ethnie;ehtnie_autre;school;cegep_precisez;cycle_et;regime_et;prog_et;prog_et_precisez;format_cours;traval_hrs;maritale;enfant;cmb_enfant;dx_tr_app;dx_tr_app_lequel;dx_tr_app_precisez;diff_strat_et;type_diff_stra_et;pps1;pps2;pps3;pps4;pps5;pps6;pps7;pps8;pps9;pps10;pps11;perf1;perf2;perf3;perf4;perf5;perf6;perf7;perf8;perf9;perf10;perf11;perf12;perf13;perf14;perf15;perf16;perf17;perf18;perf19;perf20;flexpsy1;flexpsy2;flexpsy3;flexpsy4;flexpsy5;flexpsy6;flexpsy7;flexpsy8;flexpsy9;flexpsy10;flexpsy11;flexpsy12;sep1;sep2;sep3;sep4;sep5;sep6;sep7;sep8;sep9;sep10;qmes1;qmes2;qmes3;qmes4;qmes5;qmes6;qmes7;qmes8;qmes9;qmes10;qmes11;qmes12;qmes13;qmes14;qmes15;qmes16;qmes17;qmes18;qmes19;qmes20;qmes21;qmes22;qmes23;qmes24;qmes25;qmes26;qmes27;ese1;ese2;ese3;ese4;ese5;eead1;eead1;eead2;eead3;eead4;eead5;eead6;eead7;eead8;eead9;eead10;eead11;eead12;eead13;eead14;qeed_ouv;qeed1;qeed2;qeed3;qeed4;qeed5;qeed6;proc_ouvert
23;Masculin;Masculin; ;Blanc-Caucasien; ;Université du Québec à Trois-Rivières; ;Premier cycle (Baccalauréat, Certificat;Temps plein;Autres;Enseignement de l’éducation physique et à la santé;Complètement à distance (en ligne;0-5 heures;Célibataire;Non; ;Non; ; ;Non; ;1;2;1;1;2;2;2;2;1;1;1;5;4;5;5;5;5;5;5;5;4;5;3;4;5;5;5;4;4;5;5;2;2;5;2;2;2;2;2;3;3;5;5;4;4;3;3;3;3;3;3;2;3;4;3;7;6;6;3;7;8;4;7;4;7;7;6;3;3;4;2;5;2;6;8;7;2;6;7;5;5;3;3;2;2;6,01347001699907E-154;Très souvent;Presque pas du tout;Oui, mais ce n’est pas trop grave;Pas tout à fait autant maintenan;Très souvent;Pas souvent;Pas souvent;Très souvent;Assez souvent;Il se peut que je n’y fasse pas autant attention;Assez;Bien moins qu’avant;Assez souvent;Peu souvent; ;4;5;5;2;1;2;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu
25;Féminin;Féminin; ;Blanc-Caucasien; ;Université de Sherbrooke; ;Troisième cycle (Doctorat);Temps plein;Sciences humaines/sociales; ;Partiellement à distance (en ligne;Je n'ai pas d'emploi;Conjoint de fait;Non; ;Non; ; ;Non; ;1;1;1;1;1;1;1;1;2;1;1;5;5;4;3;4;3;4;2;3;3;2;4;3;2;4;3;2;3;5;5;4;6;4;3;6;6;5;5;3;3;4;4;4;3;4;4;3;3;3;3;3;4;6;4;2;8;6;2;8;8;2;6;2;6;7;7;2;7;6;1;6;2;0;7;6;1;7;4;2;5;5;5;7;6;6,01347001699907E-154;De temps en temps;Tout à fait autant;Pas du tout;Autant que par le passé;Assez souvent;La plupart du temps;Habituellement;Parfois;Parfois;Je n’y accorde pas autant d’attention que je le dev;Pas beaucoup;Autant qu’avant;Pas très souvent;Souvent; ;5;4;2;1;1;3;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
24;Féminin;Féminin; ;Autre (spécifiez ci-dessous);Afro-américaine (noir est une couleur plus qu'une origine ethnique à mon avi;Université Laval; ;Deuxième cycle (Maîtrise ou DESS);Temps plein;Autres;Maîtrise en psychoéducation (sciences de l'éducation);Complètement à distance (en ligne;21-25 heures;Célibataire;Non; ;Non; ; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.;3;4;1;2;4;5;2;1;2;1;1;5;5;3;4;5;5;5;5;4;3;1;1;1;1;3;1;2;1;3;3;5;5;6;3;5;4;3;6;3;2;5;5;4;3;4;4;3;4;4;4;4;4;2;0;8;8;0;8;5;0;6;1;0;8;8;8;7;4;0;7;0;0;5;8;3;8;0;0;8;1;1;5;6;1;6,01347001699907E-154;Très souvent;Pas tout à fait autan;Un peu, mais cela ne m’inquiète pas;Pas tout à fait autant maintenan;De temps en temps mais pas trop souvent;La plupart du temps;Habituellement;Parfois;Jamais;J’y prête autant d’attention que par le passé;Pas beaucoup;Bien moins qu’avant;Jamais;Souvent; ;5;5;2;1;1;4;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu
33;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps partiel;Sciences gestion/administratives; ;Complètement à distance (en ligne;Je n'ai pas d'emploi;Conjoint de fait;Oui;2;Non; ; ;Non; ;3;3;3;2;2;2;3;2;1;1;1;5;5;5;5;5;4;5;4;4;4;3;4;3;3;3;2;2;1;2;2;4;4;4;4;4;5;5;5;5;5;4;4;3;3;2;2;2;3;3;4;3;3;6;5;2;6;5;2;7;3;1;7;4;2;6;2;2;7;4;2;6;2;1;7;1;2;8;2;2;7;7;7;7;7;6,01347001699907E-154;De temps en temps;Tout à fait autant;Un peu, mais cela ne m’inquiète pas;Autant que par le passé;De temps en temps mais pas trop souvent;La plupart du temps;Oui, tout à fai;Pas du tout;Parfois;Il se peut que je n’y fasse pas autant attention;Pas beaucoup;Plutôt moins qu’av;Pas très souvent;Souvent; ;2;1;1;3;4;5;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
21;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Autres;Arts, Lettres et Communications;Complètement à distance (en ligne;16-20 heures;Célibataire;Non; ;Oui;Dyscalculie; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;4;5;4;5;5;5;5;5;4;5;5;3;3;2;4;2;1;3;3;2;2;4;4;5;2;3;2;2;2;2;1;4;3;4;3;2;3;2;3;4;3;2;3;3;2;2;2;3;3;2;2;3;2;1;0;8;2;2;7;6;0;8;3;0;7;6;1;7;6;0;8;2;0;8;6;0;6;2;0;8;3;3;2;3;5;6,01347001699907E-154;Très souvent;Pas tout à fait autan;Oui, mais ce n’est pas trop grave;Autant que par le passé;Assez souvent;Parfois;Habituellement;Presque toujours;Assez souvent;J’y prête autant d’attention que par le passé;Jamais;Bien moins qu’avant;Vraiment très souven;Souvent; ;5;5;5;1;1;3;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu
17;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Autres;Technique d’éducation à l’enfance;Partiellement à distance (en ligne;Je n'ai pas d'emploi;Célibataire;Non; ;Oui;TDA/H; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;4;4;5;4;2;4;3;3;3;1;1;5;5;5;5;3;4;4;4;5;4;4;4;2;5;5;1;3;4;4;4;2;2;6;6;2;2;4;2;5;5;6;6;2;3;1;1;3;4;2;3;3;2;4;0;8;8;0;0;8;8;0;8;8;7;8;8;0;8;8;1;8;5;8;8;6;0;8;0;0;7;4;7;4;7;6,01347001699907E-154;La plupart du temps;Pas tout à fait autan;Oui, mais ce n’est pas trop grave;Autant que par le passé;Très souvent;Parfois;Jamais;Presque toujours;Parfois;J’y prête autant d’attention que par le passé;Oui, beaucoup;Presque jamais;Vraiment très souven;Souvent; ;5;3;2;1;2;5;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
18;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps partiel;Sciences humaines/sociales; ;Partiellement à distance (en ligne;16-20 heures;Célibataire;Non; ;Non; ; ;Non; ;2;2;2;3;2;3;3;3;4;3;1;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;3;3;4;4;4;3;5;5;3;5;6;5;4;5;5;6;6;4;4;4;4;4;4;2;4;3;3;6;5;4;8;6;3;5;7;1;8;3;4;8;7;6;5;7;1;8;8;4;8;5;1;5;7;3;6;6;4;6;4;6,01347001699907E-154;La plupart du temps;Tout à fait autant;Oui, mais ce n’est pas trop grave;Autant que par le passé;Très souvent;La plupart du temps;Habituellement;Parfois;Assez souvent;J’y prête autant d’attention que par le passé;Assez;Autant qu’avant;Pas très souvent;Parfois; ;4;3;5;2;1;5;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
30;Féminin;Féminin; ;Autre (spécifiez ci-dessous);Canadienne québécoise;Cégep de Shawinigan; ;Cégep;Temps plein;Sciences gestion/administratives; ;Complètement à distance (en ligne;21-25 heures;Conjoint de fait;Oui;1;Non; ; ;Non; ;2;2;2;3;2;2;3;2;3;1;1;5;4;5;3;2;1;1;3;5;4;2;3;4;3;4;3;1;1;3;3;3;3;4;4;4;3;3;4;5;5;4;5;3;2;4;3;2;4;2;3;3;3;5;4;3;6;5;2;5;6;3;4;0;5;6;2;3;7;6;4;6;0;3;7;3;2;5;2;4;3;5;5;5;6;6,01347001699907E-154;Jamais;Tout à fait autant;Pas du tout;Autant que par le passé;Assez souvent;La plupart du temps;Oui, tout à fai;Pas du tout;Parfois;Il se peut que je n’y fasse pas autant attention;Jamais;Autant qu’avant;Jamais;Parfois; ;3;3;2;2;3;4;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
17;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Sciences pures; ;Partiellement à distance (en ligne;6-10 heures;Célibataire;Non; ;Non; ; ;Non; ;1;2;2;3;3;2;2;3;2;1;1;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;2;3;2;2;2;2;2;2;2;5;3;3;2;2;2;3;3;2;3;3;2;6;6;3;5;7;5;6;6;5;5;5;6;6;8;4;4;8;5;5;4;8;5;8;4;5;8;5;2;5;5;4;4;6,01347001699907E-154;Très souvent;Pas tout à fait autan;Oui, très nettement et c’est plutôt g;Vraiment moins qu’avant;Très souvent;Pas souvent;Jamais;Très souvent;Assez souvent;Je ne m’y intéresse plus du tout;Pas beaucoup;Bien moins qu’avant;Vraiment très souven;Peu souvent; ;4;1;2;5;5;5;Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches)
17;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Sciences humaines/sociales; ;Complètement à distance (en ligne;11-15 heures;Célibataire;Non; ;Non; ; ;Oui;J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.;3;1;3;1;2;1;1;2;3;1;1;5;5;4;4;2;4;5;5;4;4;4;4;2;5;3;2;3;5;5;5;4;3;3;2;5;5;3;2;5;5;5;5;3;4;3;3;2;3;2;2;3;3;5;4;8;6;7;7;7;8;6;3;3;7;7;8;6;8;8;6;5;3;6;8;7;6;6;8;6;6;6;6;6;7;6,01347001699907E-154;La plupart du temps;Pas tout à fait autan;Oui, mais ce n’est pas trop grave;Pas tout à fait autant maintenan;Assez souvent;La plupart du temps;Pas souvent;Très souvent;Très souvent;Je ne m’y intéresse plus du tout;Pas beaucoup;Plutôt moins qu’av;Vraiment très souven;Très raremen; ;5;3;2;5;5;5;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
18;Masculin;Masculin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Autres;Science de la nature;Complètement à distance (en ligne;0-5 heures;Célibataire;Non; ;Non; ; ;Oui;J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;3;4;2;4;4;4;2;4;1;1;1;4;4;2;4;3;2;2;3;2;2;2;2;1;3;1;1;2;3;2;2;3;5;5;5;6;4;3;2;3;4;4;4;3;2;1;2;3;4;3;4;4;4;2;0;7;4;2;4;5;6;1;3;0;8;5;3;6;8;8;8;4;2;6;7;2;4;5;7;5;4;5;6;3;7;6,01347001699907E-154;Très souvent;Un peu seulement;Pas du tout;Autant que par le passé;Assez souvent;La plupart du temps;Habituellement;Très souvent;Jamais;Il se peut que je n’y fasse pas autant attention;Assez;Autant qu’avant;Jamais;Parfois; ;5;4;4;2;1;2;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
24;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Autres;Technique d'analyses biomédicales;Partiellement à distance (en ligne;21-25 heures;Conjoint de fait;Oui;2;Non; ; ;Oui;J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;2;2;3;4;2;4;3;3;5;3;4;4;4;4;4;3;4;4;4;4;4;5;5;4;5;5;2;5;3;3;3;4;4;5;3;4;5;4;2;5;4;5;5;4;3;2;3;4;4;3;4;3;3;6;4;7;7;5;3;8;8;3;8;6;8;7;8;2;8;8;2;7;7;8;8;6;2;0;7;0;6;5;6;4;5;6,01347001699907E-154;Très souvent;Pas tout à fait autan;Un peu, mais cela ne m’inquiète pas;Autant que par le passé;Assez souvent;La plupart du temps;Habituellement;Parfois;Parfois;Il se peut que je n’y fasse pas autant attention;Pas beaucoup;Plutôt moins qu’av;Vraiment très souven;Parfois; ;5;1;2;3;4;5;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
19;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Autres;Microédition et Hypermédia;Complètement à distance (en ligne;21-25 heures;Célibataire;Non; ;Non; ; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;4;4;5;5;5;5;5;5;4;4;3;4;5;5;4;4;2;4;2;5;4;4;3;3;4;4;3;3;3;3;3;3;3;5;5;6;6;4;4;4;6;6;6;2;3;3;3;3;4;3;2;3;3;6;4;8;7;6;0;6;8;4;8;6;8;8;8;1;7;8;5;6;5;8;8;5;3;4;7;5;4;3;4;4;3;6,01347001699907E-154;La plupart du temps;Pas tout à fait autan;Oui, très nettement et c’est plutôt g;Vraiment moins qu’avant;Très souvent;Pas souvent;Jamais;Presque toujours;Très souvent;Je ne m’y intéresse plus du tout;Assez;Bien moins qu’avant;Vraiment très souven;Peu souvent; ;5;5;5;1;1;1;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu
20;Masculin;Masculin; ;Blanc-Caucasien; ;Cégep de Shawinigan;Cegep de Shawinigan;Cégep;Temps plein;Autres;Technique de génie mécanique;Complètement en présentiel;Je n'ai pas d'emploi;Célibataire;Non; ;Non; ; ;Non; ;4;4;4;5;5;4;4;5;4;2;1;4;3;3;5;3;5;3;3;2;3;4;2;3;2;4;2;1;2;3;2;4;4;3;3;4;2;4;3;4;5;4;4;3;3;3;4;4;4;4;3;4;4;4;3;6;5;3;7;7;0;3;5;2;2;6;0;4;5;0;2;6;0;3;5;6;3;4;0;3;5;4;5;5;5;6,01347001699907E-154;De temps en temps;Tout à fait autant;Pas du tout;Autant que par le passé;Seulement à l’occasion;Parfois;Habituellement;Pas du tout;Jamais;Il se peut que je n’y fasse pas autant attention;Assez;Autant qu’avant;Jamais;Parfois; ;4;1;1;2;1;3;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
19;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Autres;Science nature;Partiellement à distance (en ligne;Je n'ai pas d'emploi;Conjoint de fait;Non; ;Non; ; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;4;4;4;3;1;3;3;2;5;2;1;5;5;5;5;4;3;4;4;5;3;4;5;4;4;4;2;4;1;1;5;3;3;5;4;4;4;2;4;4;3;5;6;3;2;2;1;2;4;2;3;3;3;2;3;8;6;5;7;8;6;4;4;0;7;8;4;7;5;6;5;0;2;3;6;2;6;6;5;7;3;5;3;5;3;6,01347001699907E-154;La plupart du temps;Pas tout à fait autan;Un peu, mais cela ne m’inquiète pas;Vraiment moins qu’avant;Très souvent;La plupart du temps;Pas souvent;Parfois;Parfois;Je n’y accorde pas autant d’attention que je le dev;Pas beaucoup;Plutôt moins qu’av;Pas très souvent;Souvent; ;5;4;2;2;3;3;Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches)
17;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan;Cégep de Shawinigan;Cégep;Temps plein;Sciences humaines/sociales; ;Complètement à distance (en ligne;6-10 heures;Célibataire;Non; ;Non; ; ;Non; ;2;3;2;3;3;3;2;3;1;1;1;5;4;4;5;5;4;5;3;3;3;4;5;4;5;3;4;3;3;4;4;2;2;2;2;4;2;4;3;6;6;5;5;3;3;4;3;2;4;2;3;3;4;4;1;1;8;8;8;6;1;1;5;1;2;8;8;8;8;1;1;6;5;1;8;1;4;1;1;3;7;6;6;6;4;6,01347001699907E-154;De temps en temps;Tout à fait autant;Pas du tout;Autant que par le passé;Assez souvent;La plupart du temps;Oui, tout à fai;Pas du tout;Jamais;Je n’y accorde pas autant d’attention que je le dev;Jamais;Autant qu’avant;Jamais;Souvent; ;5;1;1;5;5;3;Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.
20;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Sciences santés; ;Partiellement à distance (en ligne;6-10 heures;Célibataire;Oui;1;Non; ; ;Oui;J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;3;2;3;3;4;3;4;3;4;4;2;3;4;4;4;3;4;3;3;4;4;3;2;4;4;3;2;2;4;3;3;5;2;5;4;4;5;4;4;5;4;5;4;3;3;2;2;3;3;3;2;3;3;3;1;6;7;5;4;5;7;7;7;7;3;6;6;7;5;4;6;5;4;7;6;6;6;6;7;6;2;3;2;2;1;6,01347001699907E-154;La plupart du temps;Un peu seulement;Oui, mais ce n’est pas trop grave;Pas tout à fait autant maintenan;Très souvent;Pas souvent;Pas souvent;Très souvent;Parfois;Il se peut que je n’y fasse pas autant attention;Assez;Plutôt moins qu’av;Assez souvent;Parfois; ;5;4;5;1;1;4;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
18;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Sciences gestion/administratives; ;Complètement à distance (en ligne;16-20 heures;Célibataire;Non; ;Non; ; ;Non; ;1;2;2;2;3;2;3;3;2;1;1;5;4;4;4;4;3;4;3;3;3;2;3;2;4;3;2;2;2;2;4;5;6;6;5;6;5;4;4;5;4;3;5;4;4;4;4;4;4;3;4;3;4;6;6;7;5;5;2;4;3;1;7;4;4;6;1;1;4;2;0;7;3;0;7;2;1;6;0;0;7;7;7;7;7;6,01347001699907E-154;Très souvent;Pas tout à fait autan;Un peu, mais cela ne m’inquiète pas;Autant que par le passé;Assez souvent;La plupart du temps;Habituellement;Parfois;Jamais;J’y prête autant d’attention que par le passé;Pas beaucoup;Autant qu’avant;Pas très souvent;Souvent; ;5;1;1;5;5;5;Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches)
19;Féminin;Féminin; ;Blanc-Caucasien; ;Autres (spécifier ci-dessous);CEC La Tuque-cégep Shawinigan;Cégep;Temps plein;Autres;Techniques de Soins infirmiers;Partiellement à distance (en ligne;11-15 heures;Célibataire;Non; ;Oui;TDA/H; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.;2;2;2;3;2;3;3;2;1;1;1;5;3;4;5;5;3;3;1;4;3;1;2;2;3;3;1;2;2;1;2;3;5;5;4;5;5;3;4;5;5;6;6;3;2;4;3;3;4;3;3;3;4;6;4;8;8;5;0;8;8;5;7;4;7;8;6;0;8;8;2;7;3;3;8;6;2;5;6;4;5;3;6;6;4;6,01347001699907E-154;La plupart du temps;Pas tout à fait autan;Un peu, mais cela ne m’inquiète pas;Autant que par le passé;Assez souvent;La plupart du temps;Habituellement;Parfois;Parfois;J’y prête autant d’attention que par le passé;Assez;Autant qu’avant;Pas très souvent;Souvent; ;5;4;5;4;2;3;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
18;Féminin;Féminin; ;Latino ou Hispanique; ;Cégep de Shawinigan; ;Cégep;Temps plein;Autres;soins infirmiers;Partiellement à distance (en ligne;6-10 heures;Célibataire;Non; ;Oui;TDA/H; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.;2;3;4;3;3;3;2;2;1;2;1;5;2;3;2;5;3;1;5;5;1;5;5;1;5;2;1;3;3;2;2;2;4;6;6;5;5;3;3;6;2;3;5;2;2;1;2;2;2;1;3;3;2;3;0;7;4;0;0;6;8;7;6;0;8;8;8;0;8;8;7;5;8;8;7;0;0;6;0;4;1;1;1;1;4;6,01347001699907E-154;Très souvent;Un peu seulement;Pas du tout;Autant que par le passé;Assez souvent;Parfois;Habituellement;Presque toujours;Parfois;J’y prête autant d’attention que par le passé;Oui, beaucoup;Plutôt moins qu’av;Assez souvent;Souvent; ;5;5;5;1;1;1;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
24;Féminin;Féminin; ;Blanc-Caucasien; ;Autres (spécifier ci-dessous);Cegep Rimouski;Cégep;Temps plein;Sciences humaines/sociales; ;Complètement à distance (en ligne;Je n'ai pas d'emploi;Célibataire;Oui;1;Oui;TDA/H, Autre (spécifiez ci-dessous);C’est pas un trouble, Douance...;Oui;J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;2;3;5;5;5;4;5;5;5;3;5;4;5;4;5;4;3;4;6;6;3;5;4;2;6;3;3;5;3;4;2;3;4;4;3;3;4;4;3;5;4;2;8;0;3;1;5;8;4;1;1;8;0;2;2;3;5;5;8;4;8;1;7;0;4;4;1;4;4;7;6,01347001699907E-154;La plupart du temps;Pas tout à fait autan;Oui, très nettement et c’est plutôt g;Autant que par le passé;Très souvent;La plupart du temps;Pas souvent;Presque toujours;Assez souvent;Il se peut que je n’y fasse pas autant attention;Pas beaucoup;Plutôt moins qu’av;Assez souvent;Souvent; ;5;5;5;1;1;1;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu
18;Masculin;Masculin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Sciences humaines/sociales; ;Complètement à distance (en ligne;16-20 heures;Conjoint de fait;Non; ;Non; ; ;Oui;J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;6;5;5;4;5;4;2;2;3;3;3;3;4;3;1;2;2;2;3;3;3;2;1;0;8;6;7;7;6;6;8;4;2;7;7;6;8;8;8;8;4;2;8;6;8;8;6;6;8;4;4;3;3;2;6,01347001699907E-154;La plupart du temps;Un peu seulement;Oui, très nettement et c’est plutôt g;Vraiment moins qu’avant;Très souvent;Parfois;Pas souvent;Très souvent;Parfois;Il se peut que je n’y fasse pas autant attention;Assez;Bien moins qu’avant;Assez souvent;Parfois; ;5;5;5;1;1;3;Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu
18;Féminin;Féminin; ;Blanc-Caucasien; ;Cégep de Shawinigan; ;Cégep;Temps plein;Sciences pures; ;Complètement à distance (en ligne;0-5 heures;Célibataire;Non;0;Oui;TDA/H; ;Oui;J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).;4;4;5;4;5;5;4;4;4;2;2;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;1;3;3;3;5;2;5;4;2;2;5;3;5;4;2;2;2;2;2;3;2;3;2;2;5;2;2;6;2;4;7;4;3;7;2;7;7;7;5;5;4;4;4;2;7;8;0;4;6;7;7;4;3;4;5;2;6,01347001699907E-154;La plupart du temps;Pas tout à fait autan;Oui, mais ce n’est pas trop grave;Vraiment moins qu’avant;Très souvent;Pas souvent;Habituellement;Presque toujours;Assez souvent;Il se peut que je n’y fasse pas autant attention;Assez;Bien moins qu’avant;Vraiment très souven;Souvent; ;5;5;5;2;1;4;Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.
